timestamp,temperature_celsius,humidity_percent,pH,salinity_psu
2024-01-21 00:00:00,23.05,83.69,7.26,35.19
2024-01-21 01:00:00,22.9,77.92,6.9,37.09
2024-01-21 02:00:00,24.82,74.71,7.18,37.26
2024-01-21 03:00:00,26.06,74.66,7.28,36.62
2024-01-21 04:00:00,25.21,75.34,7.47,36.96
2024-01-21 05:00:00,26.43,75.63,7.5,36.96
2024-01-21 06:00:00,29.82,71.51,7.01,37.24
2024-01-21 07:00:00,30.24,70.7,7.35,36.77
2024-01-21 08:00:00,30.3,70.02,7.25,35.5
2024-01-21 09:00:00,33.43,61.53,7.22,36.43
2024-01-21 10:00:00,33.96,62.78,7.28,36.65
2024-01-21 11:00:00,32.84,65.98,7.35,35.48
2024-01-21 12:00:00,34.2,63.5,7.35,36.46
2024-01-21 13:00:00,32.84,63.51,7.2,36.66
2024-01-21 14:00:00,33.15,64.16,7.36,37.09
2024-01-21 15:00:00,31.45,63.6,7.29,36.65
2024-01-21 16:00:00,31.28,59.45,7.32,36.82
2024-01-21 17:00:00,29.98,64.79,7.34,36.7
2024-01-21 18:00:00,29.62,68.23,7.29,36.29
2024-01-21 19:00:00,26.2,75.84,7.37,35.68
2024-01-21 20:00:00,26.61,77.67,7.52,36.1
2024-01-21 21:00:00,25.56,78.45,7.26,35.18
2024-01-21 22:00:00,23.13,74.17,7.46,36.98
2024-01-21 23:00:00,25.12,78.55,7.41,36.99
2024-01-22 00:00:00,22.28,81.37,7.46,35.96
2024-01-22 01:00:00,24.51,76.48,7.51,36.16
2024-01-22 02:00:00,24.32,70.81,7.63,36.06
2024-01-22 03:00:00,25.13,72.57,7.53,36.21
2024-01-22 04:00:00,27.97,69.79,7.35,36.16
2024-01-22 05:00:00,27.15,69.46,7.48,36.42
2024-01-22 06:00:00,28.49,67.99,7.45,35.44
2024-01-22 07:00:00,29.52,71.56,7.6,36.34
2024-01-22 08:00:00,29.62,70.14,7.13,35.19
2024-01-22 09:00:00,33.08,64.37,7.47,35.38
2024-01-22 10:00:00,31.77,65.19,7.39,35.5
2024-01-22 11:00:00,33.41,56.76,7.54,34.74
2024-01-22 12:00:00,33.72,65.69,7.54,36.39
2024-01-22 13:00:00,34.72,62.15,7.41,36.3
2024-01-22 14:00:00,31.83,66.54,7.36,35.2
2024-01-22 15:00:00,31.83,64.73,7.46,36.2
2024-01-22 16:00:00,29.71,69.02,7.57,36.67
2024-01-22 17:00:00,30.35,70.35,7.28,35.36
2024-01-22 18:00:00,28.1,72.54,7.37,36.09
2024-01-22 19:00:00,25.28,74.85,7.38,35.27
2024-01-22 20:00:00,25.67,71.77,7.59,36.2
2024-01-22 21:00:00,25.0,79.56,7.31,36.1
2024-01-22 22:00:00,24.22,73.83,7.42,35.58
2024-01-22 23:00:00,23.15,76.24,7.61,35.68
2024-01-23 00:00:00,24.26,78.13,7.79,35.17
2024-01-23 01:00:00,22.34,73.97,7.55,36.27
2024-01-23 02:00:00,25.31,77.08,7.29,35.37
2024-01-23 03:00:00,24.01,80.49,7.75,35.66
2024-01-23 04:00:00,25.55,73.76,7.68,35.34
2024-01-23 05:00:00,29.46,68.49,7.2,34.66
2024-01-23 06:00:00,28.8,70.77,7.5,35.13
2024-01-23 07:00:00,29.36,67.88,7.72,34.07
2024-01-23 08:00:00,31.36,64.32,7.5,35.3
2024-01-23 09:00:00,32.11,63.4,7.67,35.3
2024-01-23 10:00:00,32.38,65.02,7.68,34.56
2024-01-23 11:00:00,33.48,56.31,7.72,35.84
2024-01-23 12:00:00,34.41,60.26,7.27,34.7
2024-01-23 13:00:00,32.91,65.79,7.72,34.59
2024-01-23 14:00:00,34.39,61.68,7.39,34.57
2024-01-23 15:00:00,32.27,65.12,7.47,34.51
2024-01-23 16:00:00,31.83,63.54,7.45,34.86
2024-01-23 17:00:00,31.33,59.82,7.51,35.04
2024-01-23 18:00:00,28.84,72.64,7.3,34.11
2024-01-23 19:00:00,28.89,75.08,7.44,35.35
2024-01-23 20:00:00,25.93,71.36,7.64,35.08
2024-01-23 21:00:00,26.52,69.29,7.56,34.51
2024-01-23 22:00:00,25.86,69.85,7.58,34.44
2024-01-23 23:00:00,24.79,73.45,7.77,34.0
2024-01-24 00:00:00,24.44,73.41,7.39,34.42
2024-01-24 01:00:00,22.77,74.65,7.5,34.55
2024-01-24 02:00:00,25.13,78.35,7.64,34.58
2024-01-24 03:00:00,24.57,75.18,7.54,34.67
2024-01-24 04:00:00,26.89,73.39,7.62,34.13
2024-01-24 05:00:00,27.79,70.86,7.52,34.76
2024-01-24 06:00:00,28.49,65.52,7.32,34.46
2024-01-24 07:00:00,31.53,67.19,7.39,33.61
2024-01-24 08:00:00,32.02,66.49,7.4,34.89
2024-01-24 09:00:00,33.34,64.54,7.57,34.54
2024-01-24 10:00:00,33.85,60.53,7.62,33.97
2024-01-24 11:00:00,35.49,60.79,7.56,35.1
2024-01-24 12:00:00,35.35,59.11,7.41,35.16
2024-01-24 13:00:00,35.14,58.43,7.48,34.17
2024-01-24 14:00:00,34.52,62.92,7.35,34.04
2024-01-24 15:00:00,33.19,64.39,7.6,34.6
2024-01-24 16:00:00,31.5,64.79,7.45,33.72
2024-01-24 17:00:00,30.99,69.33,7.52,33.83
2024-01-24 18:00:00,28.02,74.55,7.26,33.72
2024-01-24 19:00:00,28.14,67.89,7.68,34.64
2024-01-24 20:00:00,28.1,70.01,7.2,33.69
2024-01-24 21:00:00,25.04,71.94,7.26,33.07
2024-01-24 22:00:00,24.61,69.49,7.3,33.94
2024-01-24 23:00:00,25.75,75.78,7.69,33.55
2024-01-25 00:00:00,21.32,81.16,7.35,33.45
2024-01-25 01:00:00,24.34,83.93,7.23,34.04
2024-01-25 02:00:00,21.76,81.22,7.38,33.19
2024-01-25 03:00:00,26.2,71.31,7.22,33.64
2024-01-25 04:00:00,26.98,66.26,7.42,33.69
2024-01-25 05:00:00,27.6,69.2,7.4,33.63
2024-01-25 06:00:00,29.52,66.09,7.35,34.1
2024-01-25 07:00:00,30.27,66.39,7.52,33.7
2024-01-25 08:00:00,33.12,60.32,7.05,33.24
2024-01-25 09:00:00,31.69,73.35,7.04,33.8
2024-01-25 10:00:00,35.43,56.99,7.29,33.45
2024-01-25 11:00:00,33.36,62.54,7.4,32.78
2024-01-25 12:00:00,34.57,58.49,7.3,33.61
2024-01-25 13:00:00,35.26,54.57,7.25,33.55
2024-01-25 14:00:00,34.3,61.91,7.19,34.49
2024-01-25 15:00:00,32.91,56.93,7.25,32.52
2024-01-25 16:00:00,31.46,67.41,7.31,33.61
2024-01-25 17:00:00,32.05,63.99,7.02,33.07
2024-01-25 18:00:00,28.17,72.73,7.36,33.98
2024-01-25 19:00:00,29.34,62.06,7.19,33.7
2024-01-25 20:00:00,26.76,71.39,7.24,33.59
2024-01-25 21:00:00,24.52,78.73,7.27,34.18
2024-01-25 22:00:00,24.92,73.46,7.26,32.35
2024-01-25 23:00:00,24.89,74.87,7.18,33.95
2024-01-26 00:00:00,22.57,78.01,7.27,33.33
2024-01-26 01:00:00,24.85,74.65,7.02,33.16
2024-01-26 02:00:00,26.7,73.76,7.15,34.12
2024-01-26 03:00:00,25.73,71.32,7.01,33.1
2024-01-26 04:00:00,28.46,67.33,7.01,32.57
2024-01-26 05:00:00,29.83,70.0,7.17,32.94
2024-01-26 06:00:00,28.33,70.25,7.12,33.06
2024-01-26 07:00:00,32.26,64.61,7.14,33.41
2024-01-26 08:00:00,32.18,65.3,7.11,33.34
2024-01-26 09:00:00,33.4,57.31,7.18,33.02
2024-01-26 10:00:00,32.84,64.84,6.92,33.27
2024-01-26 11:00:00,35.63,60.68,7.34,32.8
2024-01-26 12:00:00,35.32,58.44,7.1,32.85
2024-01-26 13:00:00,33.87,66.49,7.01,33.4
2024-01-26 14:00:00,33.91,67.85,6.85,33.11
2024-01-26 15:00:00,32.18,65.07,7.04,34.38
2024-01-26 16:00:00,31.02,64.3,7.18,34.2
2024-01-26 17:00:00,30.52,69.03,7.12,33.62
2024-01-26 18:00:00,29.42,65.02,7.21,32.92
2024-01-26 19:00:00,29.42,66.5,7.06,31.99
2024-01-26 20:00:00,27.85,74.86,7.01,32.76
2024-01-26 21:00:00,27.27,67.67,7.17,32.73
2024-01-26 22:00:00,25.1,71.69,7.23,33.15
2024-01-26 23:00:00,23.04,80.7,6.93,32.74
2024-01-27 00:00:00,24.65,74.88,7.07,32.85
2024-01-27 01:00:00,22.28,78.9,6.97,33.52
2024-01-27 02:00:00,25.15,79.73,6.99,32.82
2024-01-27 03:00:00,25.72,76.33,6.79,33.56
2024-01-27 04:00:00,26.46,74.84,7.12,32.41
2024-01-27 05:00:00,29.14,68.24,7.11,33.29
2024-01-27 06:00:00,30.83,67.28,6.9,32.28
2024-01-27 07:00:00,31.13,63.18,7.08,32.81
2024-01-27 08:00:00,33.9,61.93,6.65,32.65
2024-01-27 09:00:00,32.81,56.02,6.96,33.56
2024-01-27 10:00:00,31.89,66.52,7.12,33.4
2024-01-27 11:00:00,35.26,58.82,7.06,33.78
2024-01-27 12:00:00,33.68,63.24,6.74,32.85
2024-01-27 13:00:00,35.05,53.59,6.87,33.19
2024-01-27 14:00:00,33.61,60.02,6.93,32.87
2024-01-27 15:00:00,32.83,57.37,6.97,33.31
2024-01-27 16:00:00,32.07,60.22,6.87,33.67
2024-01-27 17:00:00,31.22,64.03,6.92,32.96
2024-01-27 18:00:00,28.37,71.43,7.11,33.99
2024-01-27 19:00:00,28.08,73.7,7.2,33.25
2024-01-27 20:00:00,27.57,68.03,7.1,33.43
2024-01-27 21:00:00,25.75,71.55,7.22,33.93
2024-01-27 22:00:00,25.58,78.35,7.01,32.73
2024-01-27 23:00:00,26.24,73.05,7.17,33.68
2024-01-28 00:00:00,26.13,71.6,7.14,32.69
2024-01-28 01:00:00,24.92,79.89,6.91,33.75
2024-01-28 02:00:00,27.48,67.92,6.83,33.79
2024-01-28 03:00:00,25.84,71.44,6.68,33.29
2024-01-28 04:00:00,27.32,69.83,7.14,33.47
2024-01-28 05:00:00,28.07,67.48,6.99,32.03
2024-01-28 06:00:00,30.1,66.54,6.85,32.65
2024-01-28 07:00:00,30.87,70.97,6.95,33.19
2024-01-28 08:00:00,32.65,64.62,6.77,33.55
2024-01-28 09:00:00,31.89,64.7,6.91,33.93
2024-01-28 10:00:00,34.85,58.84,6.85,33.46
2024-01-28 11:00:00,34.25,68.53,6.87,33.54
2024-01-28 12:00:00,35.93,60.08,6.91,32.89
2024-01-28 13:00:00,32.96,59.94,7.03,32.83
2024-01-28 14:00:00,34.21,58.55,6.96,33.3
2024-01-28 15:00:00,31.93,64.94,7.09,33.97
2024-01-28 16:00:00,31.96,63.76,6.83,33.26
2024-01-28 17:00:00,31.51,60.89,7.17,34.28
2024-01-28 18:00:00,29.63,64.41,6.79,33.55
2024-01-28 19:00:00,29.76,68.36,7.04,33.18
2024-01-28 20:00:00,26.01,73.41,6.91,32.95
2024-01-28 21:00:00,27.51,73.9,6.9,33.18
2024-01-28 22:00:00,25.02,73.38,6.9,33.7
2024-01-28 23:00:00,26.26,73.05,6.74,33.61
2024-01-29 00:00:00,24.31,76.17,7.07,32.66
2024-01-29 01:00:00,25.75,72.54,7.08,33.9
2024-01-29 02:00:00,24.58,83.13,6.72,33.29
2024-01-29 03:00:00,27.95,71.47,6.89,34.16
2024-01-29 04:00:00,26.52,75.34,6.84,34.01
2024-01-29 05:00:00,28.25,71.33,7.14,33.61
2024-01-29 06:00:00,31.46,70.51,6.72,34.15
2024-01-29 07:00:00,31.92,63.42,6.88,34.0
2024-01-29 08:00:00,31.86,63.26,6.86,33.42
2024-01-29 09:00:00,34.51,63.6,6.83,34.71
2024-01-29 10:00:00,34.41,70.72,6.92,33.81
2024-01-29 11:00:00,35.06,66.58,6.89,33.62
2024-01-29 12:00:00,35.51,56.67,6.88,33.79
2024-01-29 13:00:00,34.46,59.89,7.33,33.19
2024-01-29 14:00:00,34.15,62.44,7.16,33.99
2024-01-29 15:00:00,32.62,63.36,7.06,34.58
2024-01-29 16:00:00,29.92,66.5,6.87,33.56
2024-01-29 17:00:00,30.34,67.04,7.03,33.81
2024-01-29 18:00:00,29.98,64.64,7.01,34.16
2024-01-29 19:00:00,29.51,72.37,7.15,34.48
2024-01-29 20:00:00,27.42,72.31,6.94,33.85
2024-01-29 21:00:00,27.31,65.37,7.06,33.86
2024-01-29 22:00:00,25.17,76.48,7.08,34.13
2024-01-29 23:00:00,24.77,76.66,7.2,35.19
2024-01-30 00:00:00,25.12,72.47,7.15,33.22
2024-01-30 01:00:00,25.09,74.08,6.99,34.34
2024-01-30 02:00:00,24.62,73.31,7.08,33.35
2024-01-30 03:00:00,24.85,75.06,7.1,34.95
2024-01-30 04:00:00,28.35,69.34,7.0,35.19
2024-01-30 05:00:00,28.21,78.46,7.04,33.75
2024-01-30 06:00:00,29.0,62.07,6.98,34.76
2024-01-30 07:00:00,30.92,65.04,7.12,35.18
2024-01-30 08:00:00,33.46,67.06,7.42,34.11
2024-01-30 09:00:00,34.56,65.92,7.09,34.4
2024-01-30 10:00:00,35.82,58.6,7.18,34.49
2024-01-30 11:00:00,33.59,61.95,6.95,35.42
2024-01-30 12:00:00,34.42,62.12,7.05,33.95
2024-01-30 13:00:00,33.18,59.92,7.17,33.21
2024-01-30 14:00:00,34.38,59.43,6.97,34.97
2024-01-30 15:00:00,33.92,63.27,7.17,34.13
2024-01-30 16:00:00,33.48,60.99,6.92,34.98
2024-01-30 17:00:00,30.06,66.57,6.69,34.77
2024-01-30 18:00:00,30.35,67.51,7.03,35.13
2024-01-30 19:00:00,28.65,62.0,7.12,34.42
2024-01-30 20:00:00,28.32,64.84,7.13,34.34
2024-01-30 21:00:00,25.14,72.15,7.27,35.14
2024-01-30 22:00:00,26.92,68.54,7.35,34.19
2024-01-30 23:00:00,25.8,72.72,7.38,36.66
